invoice_no,customer_id,gender,age,category,quantity,price,payment_method,invoice_date,shopping_mall,invoice_year,invoice_month,invoice_day,day_of_week,is_weekend,unit_price,age_group,quantity_band,price_deviation_from_category
I197581,C874607,Male,22,Clothing,2,600.16,Cash,9/21/2022 0:00,Istinye Park,2022,9,21,2,0,300.08,18_25,small,0
I129400,C262637,Female,59,Technology,5,5250,Cash,10/11/2021 0:00,Metrocity,2021,10,11,0,0,1050,56_plus,bulk,0
I331568,C141771,Female,25,Shoes,3,1800.51,Credit Card,5/26/2022 0:00,Metropol AVM,2022,5,26,3,0,600.17,18_25,small,0
I180239,C170616,Female,54,Cosmetics,1,40.66,Cash,8/14/2022 0:00,Mall of Istanbul,2022,8,14,6,1,40.66,46_55,single,0
I122803,C247135,Male,32,Toys,3,107.52,Credit Card,1/27/2023 0:00,Mall of Istanbul,2023,1,27,4,0,35.84,26_35,small,-7.11E-15
I150569,C184376,Male,42,Clothing,3,900.24,Cash,6/7/2022 0:00,Mall of Istanbul,2022,6,7,1,0,300.08,36_45,small,0
I226655,C196128,Male,18,Food & Beverage,5,26.15,Cash,9/15/2022 0:00,Emaar Square Mall,2022,9,15,3,0,5.23,18_25,bulk,-8.88E-16
I110735,C190753,Male,37,Clothing,5,1500.4,Credit Card,2/24/2023 0:00,Emaar Square Mall,2023,2,24,4,0,300.08000000000004,36_45,bulk,5.684341886080804e-14
I493458,C162100,Male,69,Toys,5,179.2,Cash,1/27/2021 0:00,Viaport Outlet,2021,1,27,2,0,35.84,56_plus,bulk,-7.11E-15
I333364,C227729,Female,44,Cosmetics,1,40.66,Cash,11/19/2022 0:00,Istinye Park,2022,11,19,5,1,40.66,36_45,single,0
I186085,C136801,Male,31,Cosmetics,1,40.66,Credit Card,4/18/2022 0:00,Metrocity,2022,4,18,0,0,40.66,26_35,single,0
I218835,C234272,Male,20,Shoes,3,1800.51,Debit Card,1/12/2021 0:00,Mall of Istanbul,2021,1,12,1,0,600.17,18_25,small,0
I169882,C103669,Female,19,Clothing,3,900.24,Cash,8/29/2021 0:00,Mall of Istanbul,2021,8,29,6,1,300.08,18_25,small,0
I163204,C157525,Male,22,Food & Beverage,3,15.69,Debit Card,11/8/2022 0:00,Mall of Istanbul,2022,11,8,1,0,5.23,18_25,small,-8.88E-16
I336275,C310050,Female,69,Clothing,2,600.16,Credit Card,7/26/2021 0:00,Kanyon,2021,7,26,0,0,300.08,56_plus,small,0
I787564,C358343,Male,64,Clothing,1,300.08,Credit Card,2/27/2022 0:00,Viaport Outlet,2022,2,27,6,1,300.08,56_plus,single,0
I158717,C328116,Female,42,Clothing,3,900.24,Cash,10/13/2021 0:00,Mall of Istanbul,2021,10,13,2,0,300.08,36_45,small,0
I107956,C351417,Female,31,Clothing,1,300.08,Cash,8/2/2022 0:00,Istinye Park,2022,8,2,1,0,300.08,26_35,single,0
I982978,C404559,Male,56,Toys,5,179.2,Debit Card,9/20/2022 0:00,Metropol AVM,2022,9,20,1,0,35.84,56_plus,bulk,-7.11E-15
I909944,C908173,Male,49,Clothing,4,1200.32,Cash,12/21/2021 0:00,Mall of Istanbul,2021,12,21,1,0,300.08,46_55,bulk,0
I370941,C277502,Female,28,Shoes,5,3000.85,Cash,5/20/2022 0:00,Emaar Square Mall,2022,5,20,4,0,600.17,26_35,bulk,0
I302445,C890285,Female,39,Souvenir,2,23.46,Cash,3/9/2021 0:00,Kanyon,2021,3,9,1,0,11.73,36_45,small,0
I284024,C527562,Male,23,Toys,2,71.68,Cash,2/7/2021 0:00,Viaport Outlet,2021,2,7,6,1,35.84,18_25,small,0
I337227,C764522,Male,41,Clothing,1,300.08,Credit Card,1/12/2021 0:00,Istinye Park,2021,1,12,1,0,300.08,36_45,single,0
I121293,C247501,Female,69,Toys,4,143.36,Cash,10/22/2021 0:00,Kanyon,2021,10,22,4,0,35.84,56_plus,bulk,0
I203325,C254844,Female,62,Shoes,1,600.17,Debit Card,1/18/2023 0:00,Kanyon,2023,1,18,2,0,600.17,56_plus,single,0
I154374,C138054,Male,45,Food & Beverage,3,15.69,Debit Card,2/11/2023 0:00,Cevahir AVM,2023,2,11,5,1,5.23,36_45,small,-8.88E-16
I301461,C201581,Male,64,Shoes,5,3000.85,Debit Card,5/24/2021 0:00,Metropol AVM,2021,5,24,0,0,600.17,56_plus,bulk,0
I559004,C201664,Female,31,Shoes,1,600.17,Debit Card,12/27/2021 0:00,Istinye Park,2021,12,27,0,0,600.17,26_35,single,0
I333113,C136370,Female,51,Toys,2,71.68,Debit Card,6/13/2021 0:00,Istinye Park,2021,6,13,6,1,35.84,46_55,small,0
I582724,C238067,Female,40,Technology,1,1050,Cash,7/7/2022 0:00,Forum Istanbul,2022,7,7,3,0,1050,36_45,single,0
I980841,C779507,Male,32,Food & Beverage,4,20.92,Debit Card,1/18/2021 0:00,Forum Istanbul,2021,1,18,0,0,5.23,26_35,bulk,0
I320647,C340113,Male,57,Cosmetics,5,203.3,Cash,3/28/2022 0:00,Kanyon,2022,3,28,0,0,40.66,56_plus,bulk,7.105427357601002e-15
I330787,C171974,Male,44,Toys,3,107.52,Credit Card,10/7/2021 0:00,Kanyon,2021,10,7,3,0,35.84,36_45,small,-7.11E-15
I380205,C272240,Female,68,Shoes,3,1800.51,Debit Card,7/12/2022 0:00,Kanyon,2022,7,12,1,0,600.17,56_plus,small,0
I437310,C140037,Female,28,Clothing,5,1500.4,Cash,3/25/2022 0:00,Metropol AVM,2022,3,25,4,0,300.08000000000004,26_35,bulk,5.684341886080804e-14
I592217,C749450,Female,47,Clothing,5,1500.4,Credit Card,8/31/2022 0:00,Istinye Park,2022,8,31,2,0,300.08000000000004,46_55,bulk,5.684341886080804e-14
I295844,C433022,Female,23,Food & Beverage,5,26.15,Cash,11/30/2022 0:00,Kanyon,2022,11,30,2,0,5.23,18_25,bulk,-8.88E-16
I592569,C764432,Female,61,Cosmetics,3,121.98,Cash,6/2/2021 0:00,Metrocity,2021,6,2,2,0,40.66,56_plus,small,7.105427357601002e-15
I154401,C229706,Female,48,Food & Beverage,3,15.69,Cash,5/4/2022 0:00,Mall of Istanbul,2022,5,4,2,0,5.23,46_55,small,-8.88E-16
I154497,C324307,Female,28,Shoes,4,2400.68,Debit Card,3/14/2022 0:00,Cevahir AVM,2022,3,14,0,0,600.17,26_35,bulk,0
I254452,C123198,Male,65,Clothing,4,1200.32,Credit Card,8/28/2022 0:00,Metrocity,2022,8,28,6,1,300.08,56_plus,bulk,0
I756736,C126771,Female,50,Clothing,1,300.08,Credit Card,12/8/2021 0:00,Kanyon,2021,12,8,2,0,300.08,46_55,single,0
I222472,C972483,Female,68,Clothing,2,600.16,Cash,8/11/2021 0:00,Cevahir AVM,2021,8,11,2,0,300.08,56_plus,small,0
I224053,C240248,Female,22,Clothing,1,300.08,Cash,12/7/2022 0:00,Forum Istanbul,2022,12,7,2,0,300.08,18_25,single,0
I267375,C143726,Female,64,Books,4,60.6,Cash,6/11/2022 0:00,Metropol AVM,2022,6,11,5,1,15.15,56_plus,bulk,0
I230063,C297154,Female,39,Cosmetics,4,162.64,Debit Card,6/13/2022 0:00,Metropol AVM,2022,6,13,0,0,40.66,36_45,bulk,0
I146183,C882709,Male,18,Books,2,30.3,Cash,1/24/2022 0:00,Cevahir AVM,2022,1,24,0,0,15.15,18_25,small,0
I164136,C242261,Female,66,Clothing,3,900.24,Debit Card,3/2/2022 0:00,Emaar Square Mall,2022,3,2,2,0,300.08,56_plus,small,0
I737068,C335880,Female,50,Clothing,4,1200.32,Cash,9/6/2022 0:00,Metrocity,2022,9,6,1,0,300.08,46_55,bulk,0
I359741,C248295,Male,46,Clothing,5,1500.4,Debit Card,5/9/2021 0:00,Kanyon,2021,5,9,6,1,300.08000000000004,46_55,bulk,5.684341886080804e-14
I989757,C293826,Male,66,Clothing,5,1500.4,Cash,2/25/2021 0:00,Metropol AVM,2021,2,25,3,0,300.08000000000004,56_plus,bulk,5.684341886080804e-14
I286811,C320906,Male,37,Shoes,1,600.17,Cash,10/28/2022 0:00,Metropol AVM,2022,10,28,4,0,600.17,36_45,single,0
I257209,C811252,Female,36,Toys,3,107.52,Credit Card,6/24/2021 0:00,Kanyon,2021,6,24,3,0,35.84,36_45,small,-7.11E-15
I107122,C315394,Male,41,Food & Beverage,3,15.69,Debit Card,11/18/2021 0:00,Kanyon,2021,11,18,3,0,5.23,36_45,small,-8.88E-16
I300758,C153426,Male,61,Food & Beverage,3,15.69,Debit Card,6/11/2021 0:00,Mall of Istanbul,2021,6,11,4,0,5.23,56_plus,small,-8.88E-16
I198404,C238242,Male,63,Shoes,2,1200.34,Cash,12/17/2021 0:00,Emaar Square Mall,2021,12,17,4,0,600.17,56_plus,small,0
I314977,C219163,Male,38,Clothing,5,1500.4,Credit Card,7/10/2021 0:00,Istinye Park,2021,7,10,5,1,300.08000000000004,36_45,bulk,5.684341886080804e-14
I247074,C269189,Male,37,Cosmetics,4,162.64,Credit Card,12/12/2022 0:00,Metrocity,2022,12,12,0,0,40.66,36_45,bulk,0
I104209,C120180,Female,22,Clothing,5,1500.4,Debit Card,2/25/2023 0:00,Forum Istanbul,2023,2,25,5,1,300.08000000000004,18_25,bulk,5.684341886080804e-14
I303740,C172231,Female,21,Toys,3,107.52,Credit Card,6/6/2022 0:00,Metrocity,2022,6,6,0,0,35.84,18_25,small,-7.11E-15
I645725,C181967,Male,47,Cosmetics,1,40.66,Debit Card,5/6/2021 0:00,Kanyon,2021,5,6,3,0,40.66,46_55,single,0
I129389,C910915,Male,30,Food & Beverage,4,20.92,Cash,8/4/2022 0:00,Kanyon,2022,8,4,3,0,5.23,26_35,bulk,0
I647346,C204658,Female,68,Food & Beverage,1,5.23,Cash,5/13/2022 0:00,Mall of Istanbul,2022,5,13,4,0,5.23,56_plus,single,0
I804077,C266551,Female,39,Toys,4,143.36,Cash,3/26/2021 0:00,Mall of Istanbul,2021,3,26,4,0,35.84,36_45,bulk,0
I148565,C936823,Female,41,Shoes,1,600.17,Cash,9/18/2021 0:00,Forum Istanbul,2021,9,18,5,1,600.17,36_45,single,0
I309110,C246242,Female,46,Cosmetics,3,121.98,Credit Card,1/4/2022 0:00,Istinye Park,2022,1,4,1,0,40.66,46_55,small,7.105427357601002e-15
I139756,C192016,Female,36,Clothing,2,600.16,Cash,12/21/2021 0:00,Istinye Park,2021,12,21,1,0,300.08,36_45,small,0
I135603,C107851,Male,46,Cosmetics,2,81.32,Cash,6/18/2021 0:00,Metrocity,2021,6,18,4,0,40.66,46_55,small,0
I891558,C246199,Female,36,Souvenir,5,58.65,Cash,2/28/2023 0:00,Viaport Outlet,2023,2,28,1,0,11.73,36_45,bulk,0
I112489,C669184,Male,20,Clothing,3,900.24,Credit Card,10/13/2021 0:00,Metrocity,2021,10,13,2,0,300.08,18_25,small,0
I308373,C747240,Male,39,Clothing,4,1200.32,Debit Card,4/17/2022 0:00,Metrocity,2022,4,17,6,1,300.08,36_45,bulk,0
I193277,C101820,Male,28,Clothing,5,1500.4,Debit Card,2/10/2023 0:00,Kanyon,2023,2,10,4,0,300.08000000000004,26_35,bulk,5.684341886080804e-14
I298784,C219405,Male,58,Clothing,5,1500.4,Cash,10/5/2021 0:00,Metrocity,2021,10,5,1,0,300.08000000000004,56_plus,bulk,5.684341886080804e-14
I706445,C267917,Female,59,Toys,3,107.52,Credit Card,2/26/2022 0:00,Istinye Park,2022,2,26,5,1,35.84,56_plus,small,-7.11E-15
I649394,C496288,Male,65,Toys,3,107.52,Credit Card,9/18/2022 0:00,Cevahir AVM,2022,9,18,6,1,35.84,56_plus,small,-7.11E-15
I238347,C218082,Female,49,Souvenir,3,35.19,Cash,2/15/2023 0:00,Mall of Istanbul,2023,2,15,2,0,11.73,46_55,small,-1.78E-15
I267671,C318138,Male,37,Technology,2,2100,Credit Card,10/28/2022 0:00,Metrocity,2022,10,28,4,0,1050,36_45,small,0
I315776,C148870,Female,40,Food & Beverage,2,10.46,Credit Card,7/20/2021 0:00,Mall of Istanbul,2021,7,20,1,0,5.23,36_45,small,0
I734459,C805162,Female,62,Cosmetics,5,203.3,Credit Card,6/10/2022 0:00,Istinye Park,2022,6,10,4,0,40.66,56_plus,bulk,7.105427357601002e-15
I175857,C325842,Female,55,Books,5,75.75,Credit Card,12/16/2022 0:00,Emaar Square Mall,2022,12,16,4,0,15.15,46_55,bulk,0
I820651,C224870,Male,58,Food & Beverage,4,20.92,Debit Card,1/29/2022 0:00,Mall of Istanbul,2022,1,29,5,1,5.23,56_plus,bulk,0
I242364,C302755,Male,66,Cosmetics,1,40.66,Debit Card,11/19/2021 0:00,Mall of Istanbul,2021,11,19,4,0,40.66,56_plus,single,0
I964057,C119941,Female,62,Clothing,4,1200.32,Debit Card,4/9/2022 0:00,Metrocity,2022,4,9,5,1,300.08,56_plus,bulk,0
I249450,C108695,Male,36,Clothing,3,900.24,Credit Card,12/30/2022 0:00,Mall of Istanbul,2022,12,30,4,0,300.08,36_45,small,0
I243786,C270583,Male,40,Clothing,2,600.16,Credit Card,3/2/2022 0:00,Istinye Park,2022,3,2,2,0,300.08,36_45,small,0
I227612,C131240,Male,31,Souvenir,5,58.65,Cash,4/26/2021 0:00,Mall of Istanbul,2021,4,26,0,0,11.73,26_35,bulk,0
I390891,C957630,Female,65,Souvenir,4,46.92,Debit Card,9/20/2021 0:00,Kanyon,2021,9,20,0,0,11.73,56_plus,bulk,0
I839939,C250284,Male,64,Cosmetics,1,40.66,Cash,8/2/2022 0:00,Mall of Istanbul,2022,8,2,1,0,40.66,56_plus,single,0
I134126,C847171,Male,22,Clothing,1,300.08,Debit Card,8/30/2022 0:00,Istinye Park,2022,8,30,1,0,300.08,18_25,single,0
I247853,C179628,Male,53,Souvenir,5,58.65,Debit Card,10/16/2021 0:00,Metrocity,2021,10,16,5,1,11.73,46_55,bulk,0
I149245,C103182,Female,55,Clothing,1,300.08,Cash,9/10/2022 0:00,Metropol AVM,2022,9,10,5,1,300.08,46_55,single,0
I205979,C287155,Female,53,Souvenir,1,11.73,Credit Card,4/16/2022 0:00,Mall of Istanbul,2022,4,16,5,1,11.73,46_55,single,0
I939180,C131652,Female,66,Clothing,3,900.24,Cash,1/2/2023 0:00,Emaar Square Mall,2023,1,2,0,0,300.08,56_plus,small,0
I175320,C335307,Female,53,Clothing,3,900.24,Credit Card,2/5/2022 0:00,Zorlu Center,2022,2,5,5,1,300.08,46_55,small,0
I105814,C249793,Female,36,Toys,4,143.36,Debit Card,11/19/2022 0:00,Mall of Istanbul,2022,11,19,5,1,35.84,36_45,bulk,0
I201030,C290659,Female,23,Food & Beverage,3,15.69,Cash,4/7/2021 0:00,Istinye Park,2021,4,7,2,0,5.23,18_25,small,-8.88E-16
I807684,C119283,Male,18,Shoes,5,3000.85,Credit Card,1/26/2023 0:00,Kanyon,2023,1,26,3,0,600.17,18_25,bulk,0
I732907,C295120,Female,30,Clothing,3,900.24,Credit Card,2/18/2021 0:00,Cevahir AVM,2021,2,18,3,0,300.08,26_35,small,0
I129852,C979437,Female,23,Books,4,60.6,Credit Card,6/13/2021 0:00,Metropol AVM,2021,6,13,6,1,15.15,18_25,bulk,0
I977498,C261214,Male,37,Food & Beverage,3,15.69,Credit Card,7/21/2022 0:00,Viaport Outlet,2022,7,21,3,0,5.23,36_45,small,-8.88E-16
I257526,C271084,Female,65,Cosmetics,3,121.98,Cash,5/31/2021 0:00,Mall of Istanbul,2021,5,31,0,0,40.66,56_plus,small,7.105427357601002e-15
I733818,C246843,Female,60,Toys,1,35.84,Cash,10/22/2022 0:00,Kanyon,2022,10,22,5,1,35.84,56_plus,single,0
I112059,C821913,Female,26,Clothing,2,600.16,Credit Card,5/11/2022 0:00,Emaar Square Mall,2022,5,11,2,0,300.08,26_35,small,0
I294805,C331833,Male,54,Technology,2,2100,Credit Card,1/31/2023 0:00,Kanyon,2023,1,31,1,0,1050,46_55,small,0
I135333,C336182,Female,60,Food & Beverage,4,20.92,Debit Card,6/24/2021 0:00,Istinye Park,2021,6,24,3,0,5.23,56_plus,bulk,0
I476107,C146935,Female,24,Clothing,3,900.24,Credit Card,6/13/2021 0:00,Viaport Outlet,2021,6,13,6,1,300.08,18_25,small,0
I640431,C231219,Male,63,Clothing,1,300.08,Cash,2/12/2021 0:00,Metrocity,2021,2,12,4,0,300.08,56_plus,single,0
I969594,C125729,Female,25,Clothing,2,600.16,Cash,3/15/2022 0:00,Zorlu Center,2022,3,15,1,0,300.08,18_25,small,0
I131243,C138998,Female,39,Clothing,2,600.16,Cash,1/30/2021 0:00,Metropol AVM,2021,1,30,5,1,300.08,36_45,small,0
I121976,C120695,Male,40,Clothing,1,300.08,Cash,8/23/2021 0:00,Kanyon,2021,8,23,0,0,300.08,36_45,single,0
I107070,C221336,Female,50,Clothing,4,1200.32,Cash,3/10/2022 0:00,Viaport Outlet,2022,3,10,3,0,300.08,46_55,bulk,0
I219219,C147815,Female,56,Shoes,2,1200.34,Credit Card,5/18/2022 0:00,Forum Istanbul,2022,5,18,2,0,600.17,56_plus,small,0
I110667,C232216,Female,44,Toys,4,143.36,Credit Card,7/30/2021 0:00,Zorlu Center,2021,7,30,4,0,35.84,36_45,bulk,0
I847150,C106221,Female,28,Clothing,2,600.16,Credit Card,12/8/2021 0:00,Mall of Istanbul,2021,12,8,2,0,300.08,26_35,small,0
I255598,C449662,Male,61,Shoes,2,1200.34,Credit Card,12/15/2022 0:00,Kanyon,2022,12,15,3,0,600.17,56_plus,small,0
I614632,C641643,Male,30,Clothing,4,1200.32,Credit Card,5/1/2021 0:00,Kanyon,2021,5,1,5,1,300.08,26_35,bulk,0
I729427,C106439,Male,65,Cosmetics,3,121.98,Cash,2/19/2021 0:00,Mall of Istanbul,2021,2,19,4,0,40.66,56_plus,small,7.105427357601002e-15
I258154,C130580,Male,50,Food & Beverage,2,10.46,Cash,7/2/2022 0:00,Zorlu Center,2022,7,2,5,1,5.23,46_55,small,0
I291568,C274154,Male,48,Books,5,75.75,Cash,4/27/2022 0:00,Cevahir AVM,2022,4,27,2,0,15.15,46_55,bulk,0
I314811,C196432,Female,68,Clothing,1,300.08,Cash,4/10/2021 0:00,Metrocity,2021,4,10,5,1,300.08,56_plus,single,0
I272454,C642218,Female,54,Clothing,2,600.16,Credit Card,12/29/2022 0:00,Metrocity,2022,12,29,3,0,300.08,46_55,small,0
I133603,C238370,Female,37,Cosmetics,1,40.66,Cash,1/30/2023 0:00,Kanyon,2023,1,30,0,0,40.66,36_45,single,0
I298330,C168401,Male,32,Clothing,1,300.08,Cash,4/19/2022 0:00,Forum Istanbul,2022,4,19,1,0,300.08,26_35,single,0
I118384,C704338,Male,20,Books,2,30.3,Debit Card,9/3/2022 0:00,Kanyon,2022,9,3,5,1,15.15,18_25,small,0
I182404,C260418,Female,67,Cosmetics,3,121.98,Debit Card,12/23/2021 0:00,Mall of Istanbul,2021,12,23,3,0,40.66,56_plus,small,7.105427357601002e-15
I511513,C219217,Female,59,Books,5,75.75,Cash,5/16/2021 0:00,Metropol AVM,2021,5,16,6,1,15.15,56_plus,bulk,0
I415135,C108412,Male,24,Books,1,15.15,Credit Card,3/31/2022 0:00,Kanyon,2022,3,31,3,0,15.15,18_25,single,0
I255463,C145781,Male,47,Clothing,5,1500.4,Credit Card,2/7/2023 0:00,Mall of Istanbul,2023,2,7,1,0,300.08000000000004,46_55,bulk,5.684341886080804e-14
I142677,C117109,Male,20,Clothing,5,1500.4,Debit Card,5/31/2022 0:00,Zorlu Center,2022,5,31,1,0,300.08000000000004,18_25,bulk,5.684341886080804e-14
I459867,C297491,Female,64,Shoes,2,1200.34,Credit Card,11/2/2021 0:00,Kanyon,2021,11,2,1,0,600.17,56_plus,small,0
I321686,C184536,Female,41,Cosmetics,3,121.98,Credit Card,7/17/2022 0:00,Kanyon,2022,7,17,6,1,40.66,36_45,small,7.105427357601002e-15
I185098,C208564,Female,65,Clothing,2,600.16,Credit Card,2/8/2022 0:00,Mall of Istanbul,2022,2,8,1,0,300.08,56_plus,small,0
I252502,C177894,Female,35,Toys,3,107.52,Credit Card,4/20/2021 0:00,Metrocity,2021,4,20,1,0,35.84,26_35,small,-7.11E-15
I830665,C146821,Female,21,Books,4,60.6,Debit Card,3/23/2022 0:00,Metrocity,2022,3,23,2,0,15.15,18_25,bulk,0
I177292,C702086,Male,69,Clothing,4,1200.32,Debit Card,1/22/2022 0:00,Emaar Square Mall,2022,1,22,5,1,300.08,56_plus,bulk,0
I137166,C308078,Male,57,Clothing,3,900.24,Cash,1/14/2022 0:00,Metropol AVM,2022,1,14,4,0,300.08,56_plus,small,0
I281056,C126750,Female,68,Toys,1,35.84,Credit Card,4/6/2022 0:00,Mall of Istanbul,2022,4,6,2,0,35.84,56_plus,single,0
I191678,C128475,Female,60,Clothing,1,300.08,Credit Card,1/26/2023 0:00,Emaar Square Mall,2023,1,26,3,0,300.08,56_plus,single,0
I575401,C322082,Female,25,Toys,3,107.52,Credit Card,4/30/2021 0:00,Viaport Outlet,2021,4,30,4,0,35.84,18_25,small,-7.11E-15
I633847,C101035,Male,18,Books,3,45.45,Cash,1/9/2021 0:00,Metrocity,2021,1,9,5,1,15.15,18_25,small,0
I191569,C195693,Female,39,Clothing,4,1200.32,Cash,12/26/2022 0:00,Kanyon,2022,12,26,0,0,300.08,36_45,bulk,0
I295644,C301498,Male,62,Cosmetics,2,81.32,Credit Card,8/30/2022 0:00,Metropol AVM,2022,8,30,1,0,40.66,56_plus,small,0
I124442,C441796,Female,51,Toys,4,143.36,Credit Card,10/6/2022 0:00,Kanyon,2022,10,6,3,0,35.84,46_55,bulk,0
I858587,C800455,Female,57,Shoes,2,1200.34,Credit Card,11/10/2022 0:00,Kanyon,2022,11,10,3,0,600.17,56_plus,small,0
I101734,C150574,Female,26,Shoes,2,1200.34,Credit Card,9/8/2021 0:00,Metropol AVM,2021,9,8,2,0,600.17,26_35,small,0
I298071,C331634,Male,62,Toys,5,179.2,Cash,10/10/2021 0:00,Mall of Istanbul,2021,10,10,6,1,35.84,56_plus,bulk,-7.11E-15
I167014,C277266,Female,33,Shoes,3,1800.51,Credit Card,11/4/2021 0:00,Mall of Istanbul,2021,11,4,3,0,600.17,26_35,small,0
I279402,C672565,Female,66,Souvenir,2,23.46,Credit Card,12/6/2022 0:00,Metropol AVM,2022,12,6,1,0,11.73,56_plus,small,0
I721627,C659355,Female,31,Toys,3,107.52,Credit Card,1/1/2022 0:00,Metrocity,2022,1,1,5,1,35.84,26_35,small,-7.11E-15
I667489,C357027,Male,19,Technology,3,3150,Credit Card,12/4/2022 0:00,Kanyon,2022,12,4,6,1,1050,18_25,small,0
I310424,C105907,Female,23,Cosmetics,2,81.32,Credit Card,3/6/2022 0:00,Cevahir AVM,2022,3,6,6,1,40.66,18_25,small,0
I293994,C943249,Female,69,Books,3,45.45,Credit Card,2/27/2021 0:00,Mall of Istanbul,2021,2,27,5,1,15.15,56_plus,small,0
I170017,C324253,Male,21,Technology,4,4200,Credit Card,12/9/2021 0:00,Mall of Istanbul,2021,12,9,3,0,1050,18_25,bulk,0
I234563,C222154,Male,30,Toys,4,143.36,Cash,1/8/2021 0:00,Zorlu Center,2021,1,8,4,0,35.84,26_35,bulk,0
I256424,C296005,Male,41,Clothing,2,600.16,Credit Card,6/12/2022 0:00,Metrocity,2022,6,12,6,1,300.08,36_45,small,0
I894887,C206187,Male,26,Toys,5,179.2,Cash,7/17/2022 0:00,Mall of Istanbul,2022,7,17,6,1,35.84,26_35,bulk,-7.11E-15
I337350,C380073,Male,63,Food & Beverage,4,20.92,Debit Card,7/26/2021 0:00,Kanyon,2021,7,26,0,0,5.23,56_plus,bulk,0
I148039,C247694,Female,24,Technology,4,4200,Debit Card,5/13/2022 0:00,Kanyon,2022,5,13,4,0,1050,18_25,bulk,0
I232977,C314806,Male,64,Cosmetics,3,121.98,Credit Card,12/12/2022 0:00,Istinye Park,2022,12,12,0,0,40.66,56_plus,small,7.105427357601002e-15
I581574,C592417,Female,52,Toys,4,143.36,Cash,5/25/2021 0:00,Mall of Istanbul,2021,5,25,1,0,35.84,46_55,bulk,0
I142675,C888275,Male,62,Books,3,45.45,Debit Card,5/10/2021 0:00,Mall of Istanbul,2021,5,10,0,0,15.15,56_plus,small,0
I239317,C337643,Male,63,Food & Beverage,1,5.23,Debit Card,7/7/2022 0:00,Metrocity,2022,7,7,3,0,5.23,56_plus,single,0
I228295,C173587,Male,51,Shoes,4,2400.68,Credit Card,12/28/2022 0:00,Metrocity,2022,12,28,2,0,600.17,46_55,bulk,0
I178496,C114370,Male,61,Cosmetics,5,203.3,Cash,8/25/2021 0:00,Mall of Istanbul,2021,8,25,2,0,40.66,56_plus,bulk,7.105427357601002e-15
I173362,C575209,Male,40,Clothing,3,900.24,Cash,11/30/2021 0:00,Mall of Istanbul,2021,11,30,1,0,300.08,36_45,small,0
I342404,C270381,Female,67,Toys,2,71.68,Cash,1/17/2021 0:00,Metrocity,2021,1,17,6,1,35.84,56_plus,small,0
I199214,C327329,Male,20,Cosmetics,4,162.64,Cash,1/6/2022 0:00,Forum Istanbul,2022,1,6,3,0,40.66,18_25,bulk,0
I132316,C133773,Female,40,Clothing,1,300.08,Credit Card,9/4/2021 0:00,Metrocity,2021,9,4,5,1,300.08,36_45,single,0
I121428,C153019,Female,35,Cosmetics,5,203.3,Debit Card,4/29/2021 0:00,Metropol AVM,2021,4,29,3,0,40.66,26_35,bulk,7.105427357601002e-15
I178950,C279861,Male,62,Toys,1,35.84,Cash,10/27/2022 0:00,Metrocity,2022,10,27,3,0,35.84,56_plus,single,0
I197361,C131176,Female,58,Cosmetics,5,203.3,Credit Card,1/29/2023 0:00,Kanyon,2023,1,29,6,1,40.66,56_plus,bulk,7.105427357601002e-15
I329198,C156318,Female,39,Clothing,1,300.08,Debit Card,10/30/2021 0:00,Emaar Square Mall,2021,10,30,5,1,300.08,36_45,single,0
I317140,C326893,Female,56,Souvenir,5,58.65,Cash,10/19/2022 0:00,Istinye Park,2022,10,19,2,0,11.73,56_plus,bulk,0
I327317,C114165,Female,25,Shoes,4,2400.68,Debit Card,8/17/2021 0:00,Zorlu Center,2021,8,17,1,0,600.17,18_25,bulk,0
I186952,C300273,Female,22,Shoes,5,3000.85,Credit Card,7/26/2022 0:00,Metrocity,2022,7,26,1,0,600.17,18_25,bulk,0
I236257,C167834,Female,63,Cosmetics,3,121.98,Credit Card,4/6/2021 0:00,Istinye Park,2021,4,6,1,0,40.66,56_plus,small,7.105427357601002e-15
I425845,C189038,Male,28,Cosmetics,3,121.98,Cash,1/2/2022 0:00,Kanyon,2022,1,2,6,1,40.66,26_35,small,7.105427357601002e-15
I197796,C322845,Female,55,Toys,2,71.68,Credit Card,7/11/2022 0:00,Emaar Square Mall,2022,7,11,0,0,35.84,46_55,small,0
I232489,C173388,Male,52,Clothing,5,1500.4,Cash,2/20/2022 0:00,Mall of Istanbul,2022,2,20,6,1,300.08000000000004,46_55,bulk,5.684341886080804e-14
I257954,C180462,Female,53,Toys,2,71.68,Credit Card,11/4/2021 0:00,Metrocity,2021,11,4,3,0,35.84,46_55,small,0
I151222,C711400,Male,32,Clothing,3,900.24,Cash,2/22/2021 0:00,Metrocity,2021,2,22,0,0,300.08,26_35,small,0
I220388,C206542,Female,20,Technology,1,1050,Cash,11/5/2021 0:00,Mall of Istanbul,2021,11,5,4,0,1050,18_25,single,0
I170699,C160723,Female,62,Cosmetics,5,203.3,Cash,8/20/2021 0:00,Kanyon,2021,8,20,4,0,40.66,56_plus,bulk,7.105427357601002e-15
I108711,C108858,Female,55,Clothing,5,1500.4,Credit Card,6/9/2022 0:00,Istinye Park,2022,6,9,3,0,300.08000000000004,46_55,bulk,5.684341886080804e-14
